aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
28,30.7,2023-03-06:04,6,60.3,6.7,2.67,13,2023-03-06T15:00:00,2023-03-06T04:00:00,1678075200
30,30.9,2023-03-06:03,5,64,6,3,14,2023-03-06T14:00:00,2023-03-06T03:00:00,1678071600
30,33.5,2023-03-06:02,7.3,65,9.7,5.67,17.3,2023-03-06T13:00:00,2023-03-06T02:00:00,1678068000
35,36,2023-03-06:01,9.7,66,13.3,8.33,20.7,2023-03-06T12:00:00,2023-03-06T01:00:00,1678064400
46,38.5,2023-03-06:00,12,67,17,11,24,2023-03-06T11:00:00,2023-03-06T00:00:00,1678060800
40,41,2023-03-05:23,16,52.3,14.7,9.67,28.3,2023-03-06T10:00:00,2023-03-05T23:00:00,1678057200
35,43.6,2023-03-05:22,20,37.7,12.3,8.33,32.7,2023-03-06T09:00:00,2023-03-05T22:00:00,1678053600
29,46.1,2023-03-05:21,24,23,10,7,37,2023-03-06T08:00:00,2023-03-05T21:00:00,1678050000
25,42.4,2023-03-05:20,22.3,20.7,8.7,6,41,2023-03-06T07:00:00,2023-03-05T20:00:00,1678046400
21,38.7,2023-03-05:19,20.7,18.3,7.3,5,45,2023-03-06T06:00:00,2023-03-05T19:00:00,1678042800
17,35,2023-03-05:18,19,16,6,4,49,2023-03-06T05:00:00,2023-03-05T18:00:00,1678039200
17,33.8,2023-03-05:17,20,15,5.7,4,49.7,2023-03-06T04:00:00,2023-03-05T17:00:00,1678035600
17,32.7,2023-03-05:16,21,14,5.3,4,50.3,2023-03-06T03:00:00,2023-03-05T16:00:00,1678032000
17,31.5,2023-03-05:15,22,13,5,4,51,2023-03-06T02:00:00,2023-03-05T15:00:00,1678028400
18,32.1,2023-03-05:14,23.3,13.7,6,4.33,48.7,2023-03-06T01:00:00,2023-03-05T14:00:00,1678024800
19,32.7,2023-03-05:13,24.7,14.3,7,4.67,46.3,2023-03-06T00:00:00,2023-03-05T13:00:00,1678021200
21,33.3,2023-03-05:12,26,15,8,5,44,2023-03-05T23:00:00,2023-03-05T12:00:00,1678017600
24,33.3,2023-03-05:11,26.7,16.7,9.3,5.67,41.7,2023-03-05T22:00:00,2023-03-05T11:00:00,1678014000
26,33.3,2023-03-05:10,27.3,18.3,10.7,6.33,39.3,2023-03-05T21:00:00,2023-03-05T10:00:00,1678010400
29,33.3,2023-03-05:09,28,20,12,7,37,2023-03-05T20:00:00,2023-03-05T09:00:00,1678006800
31,32.7,2023-03-05:08,22,36,12.3,7.33,38.7,2023-03-05T19:00:00,2023-03-05T08:00:00,1678003200
32,32.1,2023-03-05:07,16,52,12.7,7.67,40.3,2023-03-05T18:00:00,2023-03-05T07:00:00,1677999600
33,31.5,2023-03-05:06,10,68,13,8,42,2023-03-05T17:00:00,2023-03-05T06:00:00,1677996000
29,30.9,2023-03-05:05,10,61.3,11.3,7,40.7,2023-03-05T16:00:00,2023-03-05T05:00:00,1677992400
25,30.3,2023-03-05:04,10,54.7,9.7,6,39.3,2023-03-05T15:00:00,2023-03-05T04:00:00,1677988800
22,29.8,2023-03-05:03,10,48,8,5,38,2023-03-05T14:00:00,2023-03-05T03:00:00,1677985200
21,30.9,2023-03-05:02,10.7,46,7.7,5,40.7,2023-03-05T13:00:00,2023-03-05T02:00:00,1677981600
21,32.1,2023-03-05:01,11.3,44,7.3,5,43.3,2023-03-05T12:00:00,2023-03-05T01:00:00,1677978000
21,33.3,2023-03-05:00,12,42,7,5,46,2023-03-05T11:00:00,2023-03-05T00:00:00,1677974400
40,45.5,2023-03-04:23,18.7,30.3,14.7,9.67,45.3,2023-03-05T10:00:00,2023-03-04T23:00:00,1677970800
55,57.8,2023-03-04:22,25.3,18.7,22.3,14.33,44.7,2023-03-05T09:00:00,2023-03-04T22:00:00,1677967200
65,70,2023-03-04:21,32,7,30,19,44,2023-03-05T08:00:00,2023-03-04T21:00:00,1677963600
64,67.1,2023-03-04:20,32.3,5,29.3,18.67,42.7,2023-03-05T07:00:00,2023-03-04T20:00:00,1677960000
64,64.2,2023-03-04:19,32.7,3,28.7,18.33,41.3,2023-03-05T06:00:00,2023-03-04T19:00:00,1677956400
63,61.3,2023-03-04:18,33,1,28,18,40,2023-03-05T05:00:00,2023-03-04T18:00:00,1677952800
62,62.6,2023-03-04:17,31.3,3.3,27.7,17.67,38.3,2023-03-05T04:00:00,2023-03-04T17:00:00,1677949200
62,64,2023-03-04:16,29.7,5.7,27.3,17.33,36.7,2023-03-05T03:00:00,2023-03-04T16:00:00,1677945600
61,65.4,2023-03-04:15,28,8,27,17,35,2023-03-05T02:00:00,2023-03-04T15:00:00,1677942000
62,73.1,2023-03-04:14,28,8.7,28,17.67,36.3,2023-03-05T01:00:00,2023-03-04T14:00:00,1677938400
64,80.9,2023-03-04:13,28,9.3,29,18.33,37.7,2023-03-05T00:00:00,2023-03-04T13:00:00,1677934800
65,88.7,2023-03-04:12,28,10,30,19,39,2023-03-04T23:00:00,2023-03-04T12:00:00,1677931200
58,71,2023-03-04:11,27.7,10.7,25,15.67,31.3,2023-03-04T22:00:00,2023-03-04T11:00:00,1677927600
51,53.3,2023-03-04:10,27.3,11.3,20,12.33,23.7,2023-03-04T21:00:00,2023-03-04T10:00:00,1677924000
37,35.6,2023-03-04:09,27,12,15,9,16,2023-03-04T20:00:00,2023-03-04T09:00:00,1677920400
37,31.3,2023-03-04:08,20,22,15.3,9,14.7,2023-03-04T19:00:00,2023-03-04T08:00:00,1677916800
37,27,2023-03-04:07,13,32,15.7,9,13.3,2023-03-04T18:00:00,2023-03-04T07:00:00,1677913200
37,22.8,2023-03-04:06,6,42,16,9,12,2023-03-04T17:00:00,2023-03-04T06:00:00,1677909600
40,23.1,2023-03-04:05,5.7,43,17.3,9.67,12.7,2023-03-04T16:00:00,2023-03-04T05:00:00,1677906000
43,23.5,2023-03-04:04,5.3,44,18.7,10.33,13.3,2023-03-04T15:00:00,2023-03-04T04:00:00,1677902400
46,23.9,2023-03-04:03,5,45,20,11,14,2023-03-04T14:00:00,2023-03-04T03:00:00,1677898800
47,25.1,2023-03-04:02,6.3,42.3,20.7,11.33,16.7,2023-03-04T13:00:00,2023-03-04T02:00:00,1677895200
49,26.3,2023-03-04:01,7.7,39.7,21.3,11.67,19.3,2023-03-04T12:00:00,2023-03-04T01:00:00,1677891600
50,27.4,2023-03-04:00,9,37,22,12,22,2023-03-04T11:00:00,2023-03-04T00:00:00,1677888000
56,37.4,2023-03-03:23,15.7,28.7,25.7,14.67,24,2023-03-04T10:00:00,2023-03-03T23:00:00,1677884400
62,47.3,2023-03-03:22,22.3,20.3,29.3,17.33,26,2023-03-04T09:00:00,2023-03-03T22:00:00,1677880800
67,57.2,2023-03-03:21,29,12,33,20,28,2023-03-04T08:00:00,2023-03-03T21:00:00,1677877200
63,50.4,2023-03-03:20,27.7,14.3,29.3,18,24.7,2023-03-04T07:00:00,2023-03-03T20:00:00,1677873600
59,43.6,2023-03-03:19,26.3,16.7,25.7,16,21.3,2023-03-04T06:00:00,2023-03-03T19:00:00,1677870000
54,36.8,2023-03-03:18,25,19,22,14,18,2023-03-04T05:00:00,2023-03-03T18:00:00,1677866400
52,37.4,2023-03-03:17,28,18.3,21,13,19,2023-03-04T04:00:00,2023-03-03T17:00:00,1677862800
50,37.9,2023-03-03:16,31,17.7,20,12,20,2023-03-04T03:00:00,2023-03-03T16:00:00,1677859200
46,38.5,2023-03-03:15,34,17,19,11,21,2023-03-04T02:00:00,2023-03-03T15:00:00,1677855600
52,48.8,2023-03-03:14,35,15.7,22,13,24,2023-03-04T01:00:00,2023-03-03T14:00:00,1677852000
56,59.1,2023-03-03:13,36,14.3,25,15,27,2023-03-04T00:00:00,2023-03-03T13:00:00,1677848400
61,69.4,2023-03-03:12,37,13,28,17,30,2023-03-03T23:00:00,2023-03-03T12:00:00,1677844800
56,57.6,2023-03-03:11,33.7,12.7,25,15,25.3,2023-03-03T22:00:00,2023-03-03T11:00:00,1677841200
52,45.7,2023-03-03:10,30.3,12.3,22,13,20.7,2023-03-03T21:00:00,2023-03-03T10:00:00,1677837600
46,33.8,2023-03-03:09,27,12,19,11,16,2023-03-03T20:00:00,2023-03-03T09:00:00,1677834000
44,30.9,2023-03-03:08,22.3,19.3,18.7,10.67,16,2023-03-03T19:00:00,2023-03-03T08:00:00,1677830400
43,28,2023-03-03:07,17.7,26.7,18.3,10.33,16,2023-03-03T18:00:00,2023-03-03T07:00:00,1677826800
42,25.1,2023-03-03:06,13,34,18,10,16,2023-03-03T17:00:00,2023-03-03T06:00:00,1677823200
43,26.3,2023-03-03:05,13.7,36,18.3,10.33,19.3,2023-03-03T16:00:00,2023-03-03T05:00:00,1677819600
44,27.4,2023-03-03:04,14.3,38,18.7,10.67,22.7,2023-03-03T15:00:00,2023-03-03T04:00:00,1677816000
46,28.6,2023-03-03:03,15,40,19,11,26,2023-03-03T14:00:00,2023-03-03T03:00:00,1677812400
44,30,2023-03-03:02,14,42.7,18.3,10.67,34,2023-03-03T13:00:00,2023-03-03T02:00:00,1677808800
43,31.3,2023-03-03:01,13,45.3,17.7,10.33,42,2023-03-03T12:00:00,2023-03-03T01:00:00,1677805200
42,32.7,2023-03-03:00,12,48,17,10,50,2023-03-03T11:00:00,2023-03-03T00:00:00,1677801600
62,56.4,2023-03-02:23,23,36.7,28.3,17.67,63,2023-03-03T10:00:00,2023-03-02T23:00:00,1677798000
79,80.1,2023-03-02:22,34,25.3,39.7,25.33,76,2023-03-03T09:00:00,2023-03-02T22:00:00,1677794400
95,103.9,2023-03-02:21,45,14,51,33,89,2023-03-03T08:00:00,2023-03-02T21:00:00,1677790800
91,94,2023-03-02:20,41,13,47.7,31,84.7,2023-03-03T07:00:00,2023-03-02T20:00:00,1677787200
87,84,2023-03-02:19,37,12,44.3,29,80.3,2023-03-03T06:00:00,2023-03-02T19:00:00,1677783600
82,74.1,2023-03-02:18,33,11,41,27,76,2023-03-03T05:00:00,2023-03-02T18:00:00,1677780000
75,68.9,2023-03-02:17,34,11,36,23.67,66,2023-03-03T04:00:00,2023-03-02T17:00:00,1677776400
68,63.6,2023-03-02:16,35,11,31,20.33,56,2023-03-03T03:00:00,2023-03-02T16:00:00,1677772800
61,58.4,2023-03-02:15,36,11,26,17,46,2023-03-03T02:00:00,2023-03-02T15:00:00,1677769200
58,58.6,2023-03-02:14,35.7,11.7,24,15.67,40.3,2023-03-03T01:00:00,2023-03-02T14:00:00,1677765600
55,58.7,2023-03-02:13,35.3,12.3,22,14.33,34.7,2023-03-03T00:00:00,2023-03-02T13:00:00,1677762000
52,58.9,2023-03-02:12,35,13,20,13,29,2023-03-02T23:00:00,2023-03-02T12:00:00,1677758400
49,50.4,2023-03-02:11,33,15,18.3,11.67,25,2023-03-02T22:00:00,2023-03-02T11:00:00,1677754800
43,41.8,2023-03-02:10,31,17,16.7,10.33,21,2023-03-02T21:00:00,2023-03-02T10:00:00,1677751200
37,33.3,2023-03-02:09,29,19,15,9,17,2023-03-02T20:00:00,2023-03-02T09:00:00,1677747600
39,30,2023-03-02:08,22.7,26.7,16,9.33,16.7,2023-03-02T19:00:00,2023-03-02T08:00:00,1677744000
40,26.7,2023-03-02:07,16.3,34.3,17,9.67,16.3,2023-03-02T18:00:00,2023-03-02T07:00:00,1677740400
42,23.3,2023-03-02:06,10,42,18,10,16,2023-03-02T17:00:00,2023-03-02T06:00:00,1677736800
43,23,2023-03-02:05,9.3,43,18.3,10.33,16,2023-03-02T16:00:00,2023-03-02T05:00:00,1677733200
44,22.6,2023-03-02:04,8.7,44,18.7,10.67,16,2023-03-02T15:00:00,2023-03-02T04:00:00,1677729600
46,22.2,2023-03-02:03,8,45,19,11,16,2023-03-02T14:00:00,2023-03-02T03:00:00,1677726000
46,22.6,2023-03-02:02,7.7,44,19.7,11,17,2023-03-02T13:00:00,2023-03-02T02:00:00,1677722400
46,23,2023-03-02:01,7.3,43,20.3,11,18,2023-03-02T12:00:00,2023-03-02T01:00:00,1677718800
46,23.3,2023-03-02:00,7,42,21,11,19,2023-03-02T11:00:00,2023-03-02T00:00:00,1677715200
54,32.3,2023-03-01:23,14,32.3,24,13.67,23.7,2023-03-02T10:00:00,2023-03-01T23:00:00,1677711600
59,41.2,2023-03-01:22,21,22.7,27,16.33,28.3,2023-03-02T09:00:00,2023-03-01T22:00:00,1677708000
65,50.2,2023-03-01:21,28,13,30,19,33,2023-03-02T08:00:00,2023-03-01T21:00:00,1677704400
62,44.9,2023-03-01:20,27.7,13.7,28.3,17.67,30.3,2023-03-02T07:00:00,2023-03-01T20:00:00,1677700800
59,39.7,2023-03-01:19,27.3,14.3,26.7,16.33,27.7,2023-03-02T06:00:00,2023-03-01T19:00:00,1677697200
56,34.4,2023-03-01:18,27,15,25,15,25,2023-03-02T05:00:00,2023-03-01T18:00:00,1677693600
54,32.9,2023-03-01:17,26.3,17.3,23,13.67,22.7,2023-03-02T04:00:00,2023-03-01T17:00:00,1677690000
51,31.3,2023-03-01:16,25.7,19.7,21,12.33,20.3,2023-03-02T03:00:00,2023-03-01T16:00:00,1677686400
46,29.8,2023-03-01:15,25,22,19,11,18,2023-03-02T02:00:00,2023-03-01T15:00:00,1677682800
43,29.2,2023-03-01:14,22.3,28,17.7,10.33,15.3,2023-03-02T01:00:00,2023-03-01T14:00:00,1677679200
40,28.6,2023-03-01:13,19.7,34,16.3,9.67,12.7,2023-03-02T00:00:00,2023-03-01T13:00:00,1677675600
37,28,2023-03-01:12,17,40,15,9,10,2023-03-01T23:00:00,2023-03-01T12:00:00,1677672000
36,27.2,2023-03-01:11,16.3,40.7,14.7,8.67,9.7,2023-03-01T22:00:00,2023-03-01T11:00:00,1677668400
35,26.5,2023-03-01:10,15.7,41.3,14.3,8.33,9.3,2023-03-01T21:00:00,2023-03-01T10:00:00,1677664800
33,25.7,2023-03-01:09,15,42,14,8,9,2023-03-01T20:00:00,2023-03-01T09:00:00,1677661200
36,25.9,2023-03-01:08,12.3,44.7,15,8.67,10,2023-03-01T19:00:00,2023-03-01T08:00:00,1677657600
39,26.1,2023-03-01:07,9.7,47.3,16,9.33,11,2023-03-01T18:00:00,2023-03-01T07:00:00,1677654000
42,26.3,2023-03-01:06,7,50,17,10,12,2023-03-01T17:00:00,2023-03-01T06:00:00,1677650400
37,26.5,2023-03-01:05,6.7,52.3,16,9,13,2023-03-01T16:00:00,2023-03-01T05:00:00,1677646800
33,26.7,2023-03-01:04,6.3,54.7,15,8,14,2023-03-01T15:00:00,2023-03-01T04:00:00,1677643200
29,26.8,2023-03-01:03,6,57,14,7,15,2023-03-01T14:00:00,2023-03-01T03:00:00,1677639600
32,31.3,2023-03-01:02,9,67.3,15,7.67,25,2023-03-01T13:00:00,2023-03-01T02:00:00,1677636000
36,35.8,2023-03-01:01,12,77.7,16,8.33,35,2023-03-01T12:00:00,2023-03-01T01:00:00,1677632400
41,40.3,2023-03-01:00,15,88,17,9,45,2023-03-01T11:00:00,2023-03-01T00:00:00,1677628800
49,47.1,2023-02-28:23,22,66.7,20.3,11.67,50.7,2023-03-01T10:00:00,2023-02-28T23:00:00,1677625200
55,53.9,2023-02-28:22,29,45.3,23.7,14.33,56.3,2023-03-01T09:00:00,2023-02-28T22:00:00,1677621600
61,60.7,2023-02-28:21,36,24,27,17,62,2023-03-01T08:00:00,2023-02-28T21:00:00,1677618000
61,58.4,2023-02-28:20,37.7,21,27,17,62.7,2023-03-01T07:00:00,2023-02-28T20:00:00,1677614400
61,56,2023-02-28:19,39.3,18,27,17,63.3,2023-03-01T06:00:00,2023-02-28T19:00:00,1677610800
61,53.7,2023-02-28:18,41,15,27,17,64,2023-03-01T05:00:00,2023-02-28T18:00:00,1677607200
60,55.2,2023-02-28:17,41.3,14,26.3,16.67,59.7,2023-03-01T04:00:00,2023-02-28T17:00:00,1677603600
59,56.8,2023-02-28:16,41.7,13,25.7,16.33,55.3,2023-03-01T03:00:00,2023-02-28T16:00:00,1677600000
59,58.4,2023-02-28:15,42,12,25,16,51,2023-03-01T02:00:00,2023-02-28T15:00:00,1677596400
54,53.1,2023-02-28:14,39.7,14.3,22.7,14,42.7,2023-03-01T01:00:00,2023-02-28T14:00:00,1677592800
50,47.9,2023-02-28:13,37.3,16.7,20.3,12,34.3,2023-03-01T00:00:00,2023-02-28T13:00:00,1677589200
64,85,2023-04-30:14,34,12,26.7,18.33,37.3,2023-05-01T00:00:00,2023-04-30T14:00:00,1682863200
67,94.2,2023-04-30:13,35,12,28.3,19.67,40.7,2023-04-30T23:00:00,2023-04-30T13:00:00,1682859600
69,103.3,2023-04-30:12,36,12,30,21,44,2023-04-30T22:00:00,2023-04-30T12:00:00,1682856000
62,90.8,2023-04-30:11,35.3,12.3,25,17.67,39.3,2023-04-30T21:00:00,2023-04-30T11:00:00,1682852400
55,78.4,2023-04-30:10,34.7,12.7,20,14.33,34.7,2023-04-30T20:00:00,2023-04-30T10:00:00,1682848800
46,65.9,2023-04-30:09,34,13,15,11,30,2023-04-30T19:00:00,2023-04-30T09:00:00,1682845200
36,53.7,2023-04-30:08,26.7,21.3,12,8.67,28,2023-04-30T18:00:00,2023-04-30T08:00:00,1682841600
26,41.4,2023-04-30:07,19.3,29.7,9,6.33,26,2023-04-30T17:00:00,2023-04-30T07:00:00,1682838000
18,29.2,2023-04-30:06,12,38,6,4,24,2023-04-30T16:00:00,2023-04-30T06:00:00,1682834400
19,28.8,2023-04-30:05,12.3,36.7,7,4.67,25,2023-04-30T15:00:00,2023-04-30T05:00:00,1682830800
22,28.4,2023-04-30:04,12.7,35.3,8,5.33,26,2023-04-30T14:00:00,2023-04-30T04:00:00,1682827200
25,28,2023-04-30:03,13,34,9,6,27,2023-04-30T13:00:00,2023-04-30T03:00:00,1682823600
28,29.4,2023-04-30:02,14.3,32.7,10,6.67,24.3,2023-04-30T12:00:00,2023-04-30T02:00:00,1682820000
31,30.7,2023-04-30:01,15.7,31.3,11,7.33,21.7,2023-04-30T11:00:00,2023-04-30T01:00:00,1682816400
33,32.1,2023-04-30:00,17,30,12,8,19,2023-04-30T10:00:00,2023-04-30T00:00:00,1682812800
28,31.5,2023-04-29:23,16.3,31.7,10,6.67,16.3,2023-04-30T09:00:00,2023-04-29T23:00:00,1682809200
22,30.9,2023-04-29:22,15.7,33.3,8,5.33,13.7,2023-04-30T08:00:00,2023-04-29T22:00:00,1682805600
17,30.3,2023-04-29:21,15,35,6,4,11,2023-04-30T07:00:00,2023-04-29T21:00:00,1682802000
19,30.5,2023-04-29:20,13.3,37.3,7.3,4.67,12,2023-04-30T06:00:00,2023-04-29T20:00:00,1682798400
22,30.7,2023-04-29:19,11.7,39.7,8.7,5.33,13,2023-04-30T05:00:00,2023-04-29T19:00:00,1682794800
25,30.9,2023-04-29:18,10,42,10,6,14,2023-04-30T04:00:00,2023-04-29T18:00:00,1682791200
29,35.2,2023-04-29:17,17.7,35.3,11.7,7,14.7,2023-04-30T03:00:00,2023-04-29T17:00:00,1682787600
33,39.5,2023-04-29:16,25.3,28.7,13.3,8,15.3,2023-04-30T02:00:00,2023-04-29T16:00:00,1682784000
37,43.8,2023-04-29:15,33,22,15,9,16,2023-04-30T01:00:00,2023-04-29T15:00:00,1682780400
42,48.4,2023-04-29:14,33.3,21,16.7,10,16.7,2023-04-30T00:00:00,2023-04-29T14:00:00,1682776800
46,53.1,2023-04-29:13,33.7,20,18.3,11,17.3,2023-04-29T23:00:00,2023-04-29T13:00:00,1682773200
50,57.8,2023-04-29:12,34,19,20,12,18,2023-04-29T22:00:00,2023-04-29T12:00:00,1682769600
51,56.4,2023-04-29:11,34,18.7,20.3,12.33,17,2023-04-29T21:00:00,2023-04-29T11:00:00,1682766000
51,55.1,2023-04-29:10,34,18.3,20.7,12.67,16,2023-04-29T20:00:00,2023-04-29T10:00:00,1682762400
52,53.7,2023-04-29:09,34,18,21,13,15,2023-04-29T19:00:00,2023-04-29T09:00:00,1682758800
49,46.9,2023-04-29:08,29,23.7,19,11.67,18,2023-04-29T18:00:00,2023-04-29T08:00:00,1682755200
43,40.1,2023-04-29:07,24,29.3,17,10.33,21,2023-04-29T17:00:00,2023-04-29T07:00:00,1682751600
37,33.3,2023-04-29:06,19,35,15,9,24,2023-04-29T16:00:00,2023-04-29T06:00:00,1682748000
42,37,2023-04-29:05,21.3,33,16.7,10,31.3,2023-04-29T15:00:00,2023-04-29T05:00:00,1682744400
46,40.7,2023-04-29:04,23.7,31,18.3,11,38.7,2023-04-29T14:00:00,2023-04-29T04:00:00,1682740800
50,44.4,2023-04-29:03,26,29,20,12,46,2023-04-29T13:00:00,2023-04-29T03:00:00,1682737200
53,53.7,2023-04-29:02,29.3,24.7,22.3,13.33,46.7,2023-04-29T12:00:00,2023-04-29T02:00:00,1682733600
56,63,2023-04-29:01,32.7,20.3,24.7,14.67,47.3,2023-04-29T11:00:00,2023-04-29T01:00:00,1682730000
59,72.4,2023-04-29:00,36,16,27,16,48,2023-04-29T10:00:00,2023-04-29T00:00:00,1682726400
60,76.1,2023-04-28:23,35.7,12.3,27,16.67,48.7,2023-04-29T09:00:00,2023-04-28T23:00:00,1682722800
62,79.8,2023-04-28:22,35.3,8.7,27,17.33,49.3,2023-04-29T08:00:00,2023-04-28T22:00:00,1682719200
63,83.5,2023-04-28:21,35,5,27,18,50,2023-04-29T07:00:00,2023-04-28T21:00:00,1682715600
57,72.8,2023-04-28:20,35.7,5,23.3,15.33,50,2023-04-29T06:00:00,2023-04-28T20:00:00,1682712000
51,62.1,2023-04-28:19,36.3,5,19.7,12.67,50,2023-04-29T05:00:00,2023-04-28T19:00:00,1682708400
42,51.4,2023-04-28:18,37,5,16,10,50,2023-04-29T04:00:00,2023-04-28T18:00:00,1682704800
35,48,2023-04-28:17,38.3,6.3,13.3,8.33,56.3,2023-04-29T03:00:00,2023-04-28T17:00:00,1682701200
28,44.7,2023-04-28:16,39.7,7.7,10.7,6.67,62.7,2023-04-29T02:00:00,2023-04-28T16:00:00,1682697600
21,41.4,2023-04-28:15,41,9,8,5,69,2023-04-29T01:00:00,2023-04-28T15:00:00,1682694000
19,42,2023-04-28:14,43.7,7.3,7.3,4.67,73.7,2023-04-29T00:00:00,2023-04-28T14:00:00,1682690400
18,42.6,2023-04-28:13,46.3,5.7,6.7,4.33,78.3,2023-04-28T23:00:00,2023-04-28T13:00:00,1682686800
17,43.2,2023-04-28:12,49,4,6,4,83,2023-04-28T22:00:00,2023-04-28T12:00:00,1682683200
24,45.1,2023-04-28:11,50.7,3.3,9,5.67,72,2023-04-28T21:00:00,2023-04-28T11:00:00,1682679600
31,47.1,2023-04-28:10,52.3,2.7,12,7.33,61,2023-04-28T20:00:00,2023-04-28T10:00:00,1682676000
37,49,2023-04-28:09,54,2,15,9,50,2023-04-28T19:00:00,2023-04-28T09:00:00,1682672400
33,42.4,2023-04-28:08,40.7,17.7,13.3,8,44.3,2023-04-28T18:00:00,2023-04-28T08:00:00,1682668800
29,35.8,2023-04-28:07,27.3,33.3,11.7,7,38.7,2023-04-28T17:00:00,2023-04-28T07:00:00,1682665200
25,29.2,2023-04-28:06,14,49,10,6,33,2023-04-28T16:00:00,2023-04-28T06:00:00,1682661600
31,30.2,2023-04-28:05,15,49,11.7,7.33,38.7,2023-04-28T15:00:00,2023-04-28T05:00:00,1682658000
36,31.1,2023-04-28:04,16,49,13.3,8.67,44.3,2023-04-28T14:00:00,2023-04-28T04:00:00,1682654400
42,32.1,2023-04-28:03,17,49,15,10,50,2023-04-28T13:00:00,2023-04-28T03:00:00,1682650800
42,38.7,2023-04-28:02,22.3,44,14.7,10,52.3,2023-04-28T12:00:00,2023-04-28T02:00:00,1682647200
42,45.3,2023-04-28:01,27.7,39,14.3,10,54.7,2023-04-28T11:00:00,2023-04-28T01:00:00,1682643600
42,51.9,2023-04-28:00,33,34,14,10,57,2023-04-28T10:00:00,2023-04-28T00:00:00,1682640000
52,62.6,2023-04-27:23,33,23.7,18.3,13,64,2023-04-28T09:00:00,2023-04-27T23:00:00,1682636400
59,73.3,2023-04-27:22,33,13.3,22.7,16,71,2023-04-28T08:00:00,2023-04-27T22:00:00,1682632800
65,84,2023-04-27:21,33,3,27,19,78,2023-04-28T07:00:00,2023-04-27T21:00:00,1682629200
59,70.4,2023-04-27:20,33.3,3.7,22.7,16,76.7,2023-04-28T06:00:00,2023-04-27T20:00:00,1682625600
52,56.8,2023-04-27:19,33.7,4.3,18.3,13,75.3,2023-04-28T05:00:00,2023-04-27T19:00:00,1682622000
42,43.2,2023-04-27:18,34,5,14,10,74,2023-04-28T04:00:00,2023-04-27T18:00:00,1682618400
36,41,2023-04-27:17,35.7,5,12.3,8.67,73.7,2023-04-28T03:00:00,2023-04-27T17:00:00,1682614800
31,38.9,2023-04-27:16,37.3,5,10.7,7.33,73.3,2023-04-28T02:00:00,2023-04-27T16:00:00,1682611200
25,36.8,2023-04-27:15,39,5,9,6,73,2023-04-28T01:00:00,2023-04-27T15:00:00,1682607600
28,40.1,2023-04-27:14,40.7,4.7,10.3,6.67,68.3,2023-04-28T00:00:00,2023-04-27T14:00:00,1682604000
31,43.4,2023-04-27:13,42.3,4.3,11.7,7.33,63.7,2023-04-27T23:00:00,2023-04-27T13:00:00,1682600400
33,46.7,2023-04-27:12,44,4,13,8,59,2023-04-27T22:00:00,2023-04-27T12:00:00,1682596800
35,42.6,2023-04-27:11,41,8,14,8.33,52.3,2023-04-27T21:00:00,2023-04-27T11:00:00,1682593200
36,38.5,2023-04-27:10,38,12,15,8.67,45.7,2023-04-27T20:00:00,2023-04-27T10:00:00,1682589600
37,34.4,2023-04-27:09,35,16,16,9,39,2023-04-27T19:00:00,2023-04-27T09:00:00,1682586000
36,31.3,2023-04-27:08,28.3,26,15.3,8.67,38,2023-04-27T18:00:00,2023-04-27T08:00:00,1682582400
35,28.2,2023-04-27:07,21.7,36,14.7,8.33,37,2023-04-27T17:00:00,2023-04-27T07:00:00,1682578800
33,25.1,2023-04-27:06,15,46,14,8,36,2023-04-27T16:00:00,2023-04-27T06:00:00,1682575200
33,25.3,2023-04-27:05,12.7,48.7,13.7,8,34.7,2023-04-27T15:00:00,2023-04-27T05:00:00,1682571600
33,25.5,2023-04-27:04,10.3,51.3,13.3,8,33.3,2023-04-27T14:00:00,2023-04-27T04:00:00,1682568000
33,25.7,2023-04-27:03,8,54,13,8,32,2023-04-27T13:00:00,2023-04-27T03:00:00,1682564400
39,30.5,2023-04-27:02,12.7,47,15,9.33,44.3,2023-04-27T12:00:00,2023-04-27T02:00:00,1682560800
44,35.4,2023-04-27:01,17.3,40,17,10.67,56.7,2023-04-27T11:00:00,2023-04-27T01:00:00,1682557200
50,40.3,2023-04-27:00,22,33,19,12,69,2023-04-27T10:00:00,2023-04-27T00:00:00,1682553600
61,57.2,2023-04-26:23,26,23.3,26.3,17,70,2023-04-27T09:00:00,2023-04-26T23:00:00,1682550000
72,74.1,2023-04-26:22,30,13.7,33.7,22,71,2023-04-27T08:00:00,2023-04-26T22:00:00,1682546400
82,91,2023-04-26:21,34,4,41,27,72,2023-04-27T07:00:00,2023-04-26T21:00:00,1682542800
74,74.1,2023-04-26:20,33,6,35,23,62.3,2023-04-27T06:00:00,2023-04-26T20:00:00,1682539200
65,57.2,2023-04-26:19,32,8,29,19,52.7,2023-04-27T05:00:00,2023-04-26T19:00:00,1682535600
56,40.3,2023-04-26:18,31,10,23,15,43,2023-04-27T04:00:00,2023-04-26T18:00:00,1682532000
53,37.9,2023-04-26:17,30.7,12.3,21,13.33,38,2023-04-27T03:00:00,2023-04-26T17:00:00,1682528400
49,35.6,2023-04-26:16,30.3,14.7,19,11.67,33,2023-04-27T02:00:00,2023-04-26T16:00:00,1682524800
